timestamp,water_level_pct,rainfall_mm_hr,inflow_m3s,downstream_lvl_pct,phase_note,scenario
2024-06-01 00:00:00,39.95,2.36,119.75,35.27,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:01:00,40.08,4.12,119.46,34.68,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:02:00,39.94,3.37,118.01,34.77,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:03:00,39.96,2.93,118.98,34.67,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:04:00,40.06,3.86,118.61,35.1,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:05:00,39.98,3.8,120.63,34.76,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:06:00,40.03,2.8,120.06,35.1,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:07:00,40.1,3.11,119.16,35.16,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:08:00,40.07,2.83,121.63,34.74,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:09:00,40.04,2.22,118.86,35.28,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:10:00,39.94,2.2,119.73,34.97,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:11:00,40.03,2.96,119.97,34.47,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:12:00,40.1,3.65,117.86,34.67,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:13:00,40.08,2.81,119.02,35.49,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:14:00,40.0,2.69,119.07,34.8,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:15:00,40.01,3.55,118.67,34.96,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:16:00,40.1,3.03,118.61,34.92,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:17:00,40.13,3.34,119.07,35.15,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:18:00,40.15,2.74,121.46,34.83,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:19:00,40.01,3.31,118.12,34.57,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:20:00,40.15,3.97,118.28,35.51,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:21:00,40.16,2.99,119.11,35.05,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:22:00,40.28,3.41,117.01,34.44,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:23:00,40.18,3.42,118.3,35.19,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:24:00,40.21,2.53,120.12,35.28,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:25:00,40.18,3.88,120.28,35.05,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:26:00,40.21,3.18,120.36,34.74,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:27:00,40.24,2.66,119.33,34.71,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:28:00,40.28,3.04,125.01,35.19,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:29:00,40.26,4.15,122.3,35.31,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:30:00,40.32,3.88,122.77,35.04,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:31:00,40.3,3.04,119.67,35.31,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:32:00,40.32,2.74,122.15,34.98,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:33:00,40.35,3.57,119.17,35.32,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:34:00,40.41,2.85,118.81,34.87,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:35:00,40.32,2.63,122.62,34.49,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:36:00,40.4,2.77,118.81,34.91,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:37:00,40.46,3.12,123.23,34.94,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:38:00,40.46,2.72,121.13,35.42,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:39:00,40.44,3.82,115.54,34.79,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:40:00,40.45,3.34,125.09,35.19,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:41:00,40.53,2.98,122.04,34.63,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:42:00,40.47,2.61,121.39,34.8,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:43:00,40.64,3.02,120.52,34.28,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:44:00,40.61,2.49,118.66,35.62,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:45:00,40.59,2.17,120.36,35.45,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:46:00,40.63,3.37,119.37,34.69,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:47:00,40.61,1.48,121.77,34.91,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:48:00,40.71,3.33,121.9,34.72,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:49:00,40.77,2.58,117.76,35.31,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:50:00,40.7,3.47,120.18,35.34,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:51:00,40.69,2.93,115.94,35.13,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:52:00,40.75,3.08,118.82,35.36,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:53:00,40.78,3.01,117.68,35.15,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:54:00,40.86,2.77,119.5,35.1,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:55:00,40.82,3.36,119.94,34.89,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:56:00,40.86,2.97,122.38,35.1,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:57:00,40.89,3.68,121.95,34.66,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:58:00,40.91,2.7,123.29,34.88,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 00:59:00,40.94,2.37,120.32,34.63,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:00:00,41.04,2.22,116.72,35.19,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:01:00,41.06,2.5,120.72,34.96,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:02:00,41.08,2.45,119.6,34.93,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:03:00,41.17,3.43,121.59,35.06,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:04:00,41.08,3.5,121.43,34.49,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:05:00,41.16,2.84,114.43,35.23,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:06:00,41.14,3.03,115.65,34.63,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:07:00,41.06,2.81,122.76,34.84,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:08:00,41.26,3.92,120.38,34.84,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:09:00,41.27,2.44,118.11,35.26,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:10:00,41.26,3.12,121.84,34.94,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:11:00,41.31,2.73,119.45,34.63,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:12:00,41.28,2.14,119.05,35.39,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:13:00,41.34,3.36,117.47,35.01,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:14:00,41.3,2.38,119.31,35.01,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:15:00,41.42,3.07,122.56,35.08,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:16:00,41.38,3.81,119.04,35.17,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:17:00,41.48,3.39,117.04,35.07,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:18:00,41.5,3.5,118.95,35.03,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:19:00,41.51,2.49,118.25,35.05,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:20:00,41.43,3.09,119.52,34.76,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:21:00,41.5,2.86,118.07,35.15,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:22:00,41.53,4.07,118.12,34.87,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:23:00,41.51,2.39,118.83,34.92,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:24:00,41.61,3.3,122.42,35.16,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:25:00,41.67,2.46,120.22,35.5,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:26:00,41.61,3.03,111.76,35.17,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:27:00,41.7,3.0,121.93,34.78,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:28:00,41.72,2.97,120.59,34.97,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:29:00,41.71,3.42,120.53,35.02,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:30:00,41.69,3.03,118.77,35.0,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:31:00,41.68,3.4,115.66,35.47,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:32:00,41.8,2.39,121.27,34.52,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:33:00,41.7,2.91,119.48,34.33,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:34:00,41.7,3.7,119.46,34.93,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:35:00,41.68,3.46,114.96,35.18,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:36:00,41.83,2.73,121.64,35.28,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:37:00,41.91,2.13,123.77,35.05,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:38:00,41.84,2.58,121.28,35.08,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:39:00,41.84,3.68,115.5,35.11,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:40:00,41.86,2.88,112.32,35.02,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:41:00,41.86,3.58,119.23,34.84,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:42:00,41.82,3.04,123.25,35.07,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:43:00,41.92,3.39,119.18,34.73,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:44:00,41.81,2.23,119.69,34.74,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:45:00,41.97,3.42,115.35,34.96,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:46:00,41.94,2.7,119.49,35.47,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:47:00,41.86,3.21,119.93,34.81,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:48:00,41.91,2.63,122.18,34.72,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:49:00,42.01,3.42,123.19,34.92,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:50:00,42.03,3.5,119.22,34.83,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:51:00,41.99,3.17,120.58,34.5,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:52:00,42.03,3.41,121.47,35.34,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:53:00,41.96,4.33,121.28,35.08,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:54:00,41.95,3.03,119.15,34.96,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:55:00,42.06,2.96,121.66,34.85,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:56:00,42.08,3.03,122.29,34.87,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:57:00,42.02,3.65,118.94,34.57,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:58:00,42.02,2.88,118.99,35.09,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 01:59:00,41.98,2.96,118.0,35.08,S2-Calm baseline,Scenario_2_Heavy_Rain
2024-06-01 02:00:00,41.99,2.5,121.34,34.3,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:01:00,41.98,3.93,120.68,35.41,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:02:00,42.02,3.11,119.13,35.19,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:03:00,42.05,3.74,119.24,35.0,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:04:00,42.06,2.43,123.55,35.18,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:05:00,42.05,3.19,118.8,34.98,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:06:00,42.1,4.04,119.05,34.81,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:07:00,42.11,3.29,119.82,35.34,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:08:00,42.11,3.78,118.41,35.57,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:09:00,42.35,4.8,120.05,35.65,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
2024-06-01 02:10:00,42.31,3.43,121.28,35.42,S2-Rain building [YELLOW expected],Scenario_2_Heavy_Rain
