timestamp,water_level_pct,rainfall_mm_hr,inflow_m3s,downstream_lvl_pct,phase_note,scenario
2024-06-01 00:00:00,35.02,3.25,105.7,30.22,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:01:00,35.02,1.81,105.93,30.35,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:02:00,34.96,2.41,108.26,30.03,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:03:00,34.97,1.64,108.29,29.81,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:04:00,34.96,0.79,105.39,29.11,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:05:00,35.04,2.64,107.89,29.97,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:06:00,35.01,2.83,108.12,29.83,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:07:00,35.06,1.32,109.88,29.8,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:08:00,35.09,2.58,108.88,29.7,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:09:00,35.02,1.29,108.0,29.83,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:10:00,35.1,2.04,109.18,30.5,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:11:00,35.06,2.2,108.74,30.3,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:12:00,35.12,1.93,106.06,30.09,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:13:00,35.19,2.25,107.42,29.91,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:14:00,35.06,2.11,108.33,29.59,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:15:00,35.04,1.75,105.66,30.47,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:16:00,35.1,2.33,108.8,29.79,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:17:00,35.11,2.03,105.52,29.66,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:18:00,35.12,1.71,107.04,30.16,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:19:00,35.02,2.73,109.81,29.9,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:20:00,35.14,1.8,109.26,30.28,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:21:00,35.18,2.78,107.27,29.62,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:22:00,35.28,2.04,109.02,29.97,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:23:00,35.2,2.22,106.85,29.95,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:24:00,35.19,1.6,107.68,30.0,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:25:00,35.15,2.53,105.14,29.75,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:26:00,35.24,1.62,108.02,29.67,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:27:00,35.24,1.85,108.97,29.94,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:28:00,35.2,1.27,108.92,30.44,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:29:00,35.34,1.74,111.02,30.18,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:30:00,35.41,1.86,105.67,29.56,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:31:00,35.3,2.35,107.64,29.68,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:32:00,35.27,2.31,109.44,30.05,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:33:00,35.44,2.48,107.59,29.57,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:34:00,35.3,2.02,106.38,30.29,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:35:00,35.4,2.41,111.18,29.47,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:36:00,35.38,1.76,110.67,30.45,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:37:00,35.4,2.82,105.66,30.04,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:38:00,35.5,2.26,107.0,29.55,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:39:00,35.55,1.75,105.98,30.16,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:40:00,35.39,2.36,107.76,29.7,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:41:00,35.5,1.71,109.6,29.67,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:42:00,35.62,1.86,106.67,30.14,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:43:00,35.53,2.77,111.87,30.42,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:44:00,35.67,2.33,104.73,30.36,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:45:00,35.66,2.17,106.32,29.74,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:46:00,35.6,1.79,106.06,29.84,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:47:00,35.72,2.2,109.4,29.83,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:48:00,35.77,1.84,108.83,30.16,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:49:00,35.67,1.84,110.14,29.62,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:50:00,35.73,1.47,110.23,30.11,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:51:00,35.7,2.15,108.61,30.25,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:52:00,35.77,1.4,107.53,29.93,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:53:00,35.81,1.95,105.9,29.74,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:54:00,35.82,1.48,106.16,30.0,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:55:00,35.82,1.91,105.98,29.87,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:56:00,35.86,2.6,109.07,29.71,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:57:00,35.87,2.4,110.09,30.43,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:58:00,35.95,2.26,105.65,30.09,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 00:59:00,35.98,1.84,102.74,30.14,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:00:00,36.07,2.36,107.78,30.17,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:01:00,36.06,1.22,110.93,30.2,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:02:00,36.14,2.33,109.82,29.71,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:03:00,36.15,1.55,107.91,29.55,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:04:00,36.18,2.02,107.81,29.99,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:05:00,36.11,1.82,109.83,29.68,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:06:00,36.11,1.42,105.56,30.66,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:07:00,36.16,1.97,105.66,29.97,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:08:00,36.26,1.85,105.43,30.29,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:09:00,36.18,2.35,109.18,30.28,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:10:00,36.32,1.69,109.95,30.14,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:11:00,36.2,1.03,109.03,30.45,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:12:00,36.23,1.77,109.24,29.83,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:13:00,36.31,1.28,107.22,30.02,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:14:00,36.36,2.5,113.75,30.33,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:15:00,36.41,1.8,111.65,29.49,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:16:00,36.41,1.3,107.72,29.74,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:17:00,36.43,1.5,109.01,29.48,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:18:00,36.44,1.32,109.2,29.84,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:19:00,36.42,1.07,107.37,30.47,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:20:00,36.5,1.56,108.79,29.9,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:21:00,36.54,2.16,107.19,30.58,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:22:00,36.46,2.55,106.98,30.4,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:23:00,36.52,1.49,104.09,29.59,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:24:00,36.64,0.37,106.81,30.13,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:25:00,36.72,1.58,109.09,29.6,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:26:00,36.76,1.5,103.27,30.44,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:27:00,36.65,1.74,104.94,30.16,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:28:00,36.62,2.33,108.55,30.05,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:29:00,36.66,2.14,104.88,30.18,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:30:00,36.72,1.43,108.84,29.61,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:31:00,36.78,2.43,108.84,29.58,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:32:00,36.73,1.29,106.38,30.52,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:33:00,36.7,2.1,109.16,29.67,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:34:00,36.8,2.11,110.03,30.06,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:35:00,36.79,2.44,109.93,30.12,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:36:00,36.75,2.34,110.4,30.27,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:37:00,36.84,2.39,107.11,29.79,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:38:00,36.82,2.08,106.48,30.24,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:39:00,36.82,1.59,109.15,29.61,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:40:00,36.84,1.53,108.43,29.92,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:41:00,36.85,1.84,109.86,29.86,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:42:00,36.88,2.46,112.55,29.88,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:43:00,36.9,2.66,106.66,29.66,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:44:00,36.92,2.44,108.34,30.09,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:45:00,36.83,1.66,108.3,30.43,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:46:00,36.93,1.86,105.69,30.0,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:47:00,36.92,1.28,107.46,29.93,S1-Normal baseline,Scenario_1_Normal_Rain
2024-06-01 01:48:00,36.95,2.17,108.29,29.94,S1-Normal baseline,Scenario_1_Normal_Rain
